hhid,num_inds,children_ind,hh_income_ind,age_ind,home_value_ind,state,total_amount_before_campaign,total_amount_during_campaign,total_transactions
70893,20,0,51 to 100,50-59,noValue,NC,12.99,0.66,4
70895,10,2+,noValue,noValue,noValue,CA,0.0,6.43,4
70902,15,2+,151+,40-49,noValue,FL,9.93,7.73,5
70903,8,2+,noValue,40-49,0 to 100,MI,3.02,0.0,4
70904,23,0,0 to 50,60-64,noValue,RI,5.13,2.06,4
70905,4,2+,51 to 100,30-39,noValue,PA,3.31,4.16,3
70906,24,2+,0 to 50,noValue,201 to 500,NJ,4.99,1.01,4
70907,10,0,101 to 150,30-39,101 to 200,MI,3.08,4.12,3
70908,1,2+,0 to 50,50-59,101 to 200,NC,1.65,0.0,2
70911,7,2+,51 to 100,noValue,noValue,MI,6.12,0.0,6
70912,11,0,101 to 150,noValue,noValue,NC,13.22,3.93,4
70913,11,2+,0 to 50,20-29,0 to 100,PA,2.45,9.82,3
70917,15,2+,51 to 100,30-39,noValue,OH,11.06,2.17,6
70918,14,0,51 to 100,50-59,noValue,NY,3.69,9.81,3
70919,8,1,0 to 50,50-59,0 to 100,PA,12.31,1.5,7
70922,20,2+,51 to 100,noValue,noValue,FL,9.52,0.0,6
70925,21,2+,51 to 100,noValue,noValue,CA,3.27,2.66,2
70926,11,2+,0 to 50,50-59,noValue,FL,3.22,4.49,2
70927,14,2+,51 to 100,noValue,noValue,MD,6.28,12.54,5
70944,5,0,0 to 50,noValue,101 to 200,MI,3.64,3.01,2
70949,21,0,0 to 50,50-59,noValue,MI,13.02,7.54,7
70954,18,2+,0 to 50,60-64,101 to 200,MS,3.68,0.52,3
70958,6,2+,noValue,50-59,101 to 200,OH,12.52,0.99,3
70960,10,1,0 to 50,noValue,0 to 100,AL,3.85,1.49,2
70962,8,2+,51 to 100,50-59,noValue,NY,5.13,0.0,2
70966,18,0,0 to 50,60-64,noValue,CA,3.28,0.0,2
70979,10,2+,0 to 50,30-39,101 to 200,TX,4.72,3.61,2
70980,10,0,51 to 100,noValue,noValue,FL,7.05,0.6,3
70983,3,2+,0 to 50,50-59,noValue,TN,5.9,2.57,5
70994,13,0,101 to 150,40-49,201 to 500,MD,28.36,2.36,8
70999,12,1,0 to 50,noValue,noValue,FL,10.64,4.55,3
71001,7,2+,0 to 50,noValue,0 to 100,SC,3.88,8.9,6
71004,17,2+,0 to 50,30-39,noValue,OH,2.3,1.14,3
71006,16,2+,51 to 100,50-59,noValue,NY,2.84,1.3,3
71009,6,2+,noValue,40-49,101 to 200,NY,13.62,7.67,5
71017,7,0,0 to 50,50-59,101 to 200,FL,4.32,13.41,7
71022,17,2+,0 to 50,40-49,101 to 200,NJ,9.59,0.0,3
71026,14,0,0 to 50,noValue,noValue,CA,4.71,0.0,3
71027,28,2+,0 to 50,40-49,noValue,PA,6.54,9.28,7
71029,12,1,0 to 50,50-59,noValue,NY,0.0,5.51,3
71039,12,1,51 to 100,40-49,noValue,MI,5.52,3.52,6
71040,9,0,0 to 50,30-39,noValue,MA,1.27,9.49,4
71052,7,2+,0 to 50,30-39,noValue,NY,0.74,0.56,2
71059,14,2+,51 to 100,50-59,201 to 500,CA,8.47,8.99,7
71063,7,1,51 to 100,40-49,noValue,MI,3.41,3.51,3
71065,7,0,noValue,noValue,noValue,CA,2.96,7.64,4
71067,9,0,noValue,50-59,noValue,GA,5.96,3.7,4
71068,8,2+,101 to 150,30-39,201 to 500,VA,8.74,2.99,3
71073,13,1,0 to 50,40-49,noValue,AL,10.34,2.82,5
71080,12,2+,0 to 50,50-59,noValue,CA,8.78,4.38,3
71082,10,2+,51 to 100,20-29,noValue,AL,3.3,3.33,2
71083,7,2+,0 to 50,50-59,noValue,CA,8.21,0.9,3
71085,5,2+,51 to 100,noValue,noValue,IN,9.54,0.0,4
71090,7,1,0 to 50,noValue,101 to 200,GA,16.19,0.53,5
71092,11,0,51 to 100,40-49,101 to 200,NC,6.63,3.01,6
71095,12,1,noValue,40-49,101 to 200,FL,2.33,4.37,3
71111,11,2+,0 to 50,noValue,101 to 200,MA,2.02,0.31,5
71115,9,1,0 to 50,50-59,noValue,CT,0.07,12.44,4
71124,9,2+,0 to 50,50-59,noValue,CA,3.96,0.61,4
71127,6,2+,51 to 100,40-49,noValue,MI,13.73,2.0,5
71132,5,0,noValue,50-59,noValue,MS,4.06,8.73,4
71136,9,0,0 to 50,20-29,noValue,VA,6.15,0.0,4
71138,12,0,151+,40-49,201 to 500,NY,2.94,0.38,2
71139,16,2+,51 to 100,30-39,noValue,MD,4.54,4.64,5
71141,27,0,noValue,20-29,501+,NY,6.96,9.6,4
71142,15,2+,151+,40-49,noValue,FL,8.21,7.79,4
71144,10,1,0 to 50,noValue,noValue,FL,1.52,0.0,3
71149,16,0,0 to 50,30-39,noValue,PA,7.84,2.29,6
71155,14,0,noValue,40-49,noValue,MI,5.8,2.45,4
71163,10,2+,noValue,40-49,noValue,NH,7.23,4.9,5
71169,19,0,noValue,noValue,noValue,NY,5.26,9.23,8
71173,5,2+,0 to 50,65+,201 to 500,CA,4.11,14.47,5
71174,11,0,101 to 150,noValue,201 to 500,RI,3.0,0.0,3
71177,22,2+,101 to 150,40-49,noValue,PA,24.14,3.93,6
71182,10,2+,51 to 100,30-39,201 to 500,TX,3.28,4.62,4
71184,15,2+,151+,40-49,noValue,OR,4.23,4.2,4
71201,10,1,0 to 50,65+,noValue,WV,9.4,4.58,3
71204,17,1,51 to 100,20-29,noValue,CA,0.51,2.37,4
71208,14,2+,0 to 50,noValue,noValue,OH,7.84,10.14,4
71212,9,2+,51 to 100,noValue,101 to 200,VA,5.83,4.15,4
71216,8,0,51 to 100,30-39,noValue,MI,15.07,9.93,8
71218,3,0,51 to 100,50-59,noValue,AL,4.83,6.27,4
71221,3,1,0 to 50,30-39,noValue,AZ,8.63,2.28,4
71225,13,0,0 to 50,40-49,101 to 200,FL,28.86,1.58,7
71227,6,2+,51 to 100,noValue,201 to 500,MD,6.96,14.93,7
71229,23,0,0 to 50,30-39,noValue,FL,8.61,2.59,4
71236,2,2+,0 to 50,noValue,noValue,OH,3.84,3.33,3
71237,13,0,noValue,50-59,201 to 500,NJ,1.37,4.07,4
71238,10,0,0 to 50,noValue,201 to 500,FL,1.7,6.21,4
71239,11,2+,0 to 50,noValue,noValue,OH,5.99,4.32,4
71244,8,2+,0 to 50,65+,noValue,NY,0.71,3.04,2
71246,22,0,0 to 50,65+,noValue,DE,3.82,3.83,2
71248,15,0,51 to 100,30-39,noValue,FL,1.46,4.03,4
71251,8,1,51 to 100,40-49,101 to 200,AL,10.79,6.23,6
71252,7,1,0 to 50,65+,0 to 100,KY,0.0,0.0,3
71253,8,2+,noValue,noValue,201 to 500,CA,5.49,0.04,3
71254,11,2+,noValue,50-59,noValue,MS,16.81,0.0,8
71259,13,0,0 to 50,65+,noValue,FL,0.46,4.17,6
71271,10,2+,noValue,60-64,noValue,TX,0.79,3.42,5
71273,2,2+,0 to 50,30-39,noValue,NC,6.44,14.62,6
71276,15,2+,51 to 100,40-49,101 to 200,MA,4.55,3.0,3
71279,15,2+,101 to 150,40-49,noValue,CT,10.55,5.52,3
71283,17,1,101 to 150,noValue,noValue,FL,5.02,4.29,2
71284,9,0,51 to 100,40-49,201 to 500,NY,6.52,6.08,2
71288,15,2+,51 to 100,noValue,noValue,NC,4.13,5.72,2
71290,14,0,noValue,20-29,noValue,NY,4.29,0.0,3
71292,16,0,0 to 50,50-59,noValue,SC,6.69,1.29,2
71294,17,0,0 to 50,noValue,noValue,SC,5.64,3.8,2
71303,23,0,noValue,noValue,201 to 500,FL,8.72,3.24,4
71313,20,2+,101 to 150,40-49,noValue,CT,5.38,5.35,3
71314,18,2+,51 to 100,noValue,noValue,GA,1.53,6.54,6
71316,6,0,0 to 50,noValue,noValue,AZ,1.9,1.28,3
71324,15,1,51 to 100,noValue,201 to 500,NY,3.24,2.28,4
71327,20,2+,0 to 50,65+,201 to 500,WA,9.94,7.82,6
71329,17,2+,51 to 100,50-59,201 to 500,MI,10.44,0.0,7
71330,16,0,51 to 100,50-59,noValue,CA,5.69,7.15,4
71332,25,0,51 to 100,60-64,noValue,MD,5.33,2.06,3
71333,12,2+,51 to 100,50-59,noValue,PA,2.26,4.23,4
71344,12,2+,51 to 100,noValue,201 to 500,CA,16.2,1.96,5
71345,13,2+,51 to 100,50-59,noValue,TX,11.02,1.85,4
71350,17,1,51 to 100,40-49,201 to 500,NJ,7.73,4.82,2
71356,9,2+,51 to 100,40-49,noValue,LA,1.42,1.31,2
71364,19,0,51 to 100,noValue,noValue,CA,5.24,4.29,3
71366,4,2+,0 to 50,30-39,noValue,NC,0.0,2.8,2
71369,17,2+,51 to 100,noValue,noValue,OH,0.5,0.0,3
71376,10,2+,0 to 50,30-39,noValue,OH,6.76,2.52,3
71379,10,1,noValue,40-49,noValue,AR,1.34,2.27,2
71381,17,2+,0 to 50,50-59,noValue,MI,6.46,8.88,5
71384,5,2+,101 to 150,40-49,noValue,LA,4.84,2.57,3
71386,7,0,noValue,65+,noValue,FL,14.82,4.35,4
71389,17,0,noValue,20-29,noValue,FL,6.8,9.29,11
71390,14,2+,0 to 50,65+,noValue,FL,1.94,1.61,4
71391,11,2+,0 to 50,50-59,101 to 200,NC,15.06,3.32,7
71393,9,0,noValue,noValue,noValue,MD,3.84,3.03,2
71397,16,0,0 to 50,65+,0 to 100,MI,0.0,0.0,2
71399,23,2+,0 to 50,40-49,noValue,LA,6.73,7.93,5
71401,21,0,51 to 100,50-59,201 to 500,FL,8.09,6.49,4
71407,3,2+,0 to 50,40-49,noValue,PA,10.81,3.67,4
71409,15,2+,noValue,60-64,noValue,NY,14.83,5.22,6
71414,9,2+,0 to 50,30-39,noValue,NC,7.07,0.0,5
71427,7,0,noValue,65+,noValue,PA,3.63,0.39,2
71431,24,0,0 to 50,50-59,101 to 200,TX,2.15,4.42,5
71432,21,0,0 to 50,50-59,noValue,CA,7.79,4.5,4
71433,26,0,0 to 50,30-39,noValue,FL,5.09,0.0,4
71435,12,2+,51 to 100,40-49,noValue,IN,6.29,0.0,6
71437,20,0,0 to 50,50-59,noValue,FL,9.89,1.91,3
71447,3,2+,51 to 100,noValue,noValue,NH,7.95,3.69,3
71452,10,0,51 to 100,65+,noValue,FL,5.65,8.7,3
71453,30,0,noValue,noValue,201 to 500,FL,5.99,0.0,3
71454,8,1,51 to 100,50-59,201 to 500,MD,0.0,8.37,3
71460,5,2+,101 to 150,30-39,noValue,CT,0.0,0.0,2
71461,10,2+,101 to 150,40-49,101 to 200,SC,6.77,0.0,3
71462,23,0,51 to 100,50-59,noValue,NY,7.6,7.86,4
71464,6,0,51 to 100,50-59,noValue,CA,22.05,0.03,7
71478,5,2+,51 to 100,noValue,noValue,MI,19.93,3.75,7
71481,7,2+,51 to 100,noValue,noValue,NY,9.88,2.97,5
71482,8,2+,51 to 100,50-59,noValue,CA,1.28,3.76,3
71483,18,1,0 to 50,noValue,201 to 500,MA,9.09,5.61,6
71488,7,2+,51 to 100,65+,noValue,NY,4.55,2.79,4
71489,12,2+,0 to 50,noValue,noValue,NJ,9.32,0.0,6
71496,13,2+,51 to 100,20-29,101 to 200,MI,6.28,4.95,5
71500,5,2+,0 to 50,noValue,noValue,IN,1.35,3.46,2
71502,6,2+,0 to 50,noValue,noValue,IL,8.96,0.89,3
71511,11,0,0 to 50,65+,noValue,AL,4.65,5.27,5
71512,15,2+,noValue,30-39,201 to 500,FL,18.26,5.48,7
71514,5,2+,0 to 50,30-39,101 to 200,NC,4.21,4.03,3
71515,11,0,0 to 50,noValue,noValue,PA,6.46,3.04,4
71516,4,1,0 to 50,noValue,noValue,NH,6.69,10.45,4
71518,11,2+,0 to 50,40-49,noValue,MI,2.6,5.94,7
71526,8,1,51 to 100,40-49,noValue,FL,4.28,1.38,6
71530,9,0,0 to 50,60-64,noValue,FL,3.33,0.0,2
71533,5,2+,101 to 150,50-59,noValue,NC,3.22,0.26,2
71536,13,0,0 to 50,50-59,101 to 200,FL,7.93,2.11,5
71537,18,0,0 to 50,60-64,0 to 100,PA,2.36,4.95,2
71542,14,0,51 to 100,50-59,noValue,VA,9.69,8.41,9
71545,1,0,51 to 100,50-59,noValue,SC,15.12,0.0,9
71553,11,2+,0 to 50,noValue,noValue,AL,0.0,3.53,2
71558,10,1,0 to 50,noValue,noValue,MI,4.4,2.53,3
71560,8,0,51 to 100,60-64,noValue,WV,12.37,1.52,5
71561,4,2+,0 to 50,40-49,201 to 500,FL,10.53,1.6,4
71562,11,1,0 to 50,20-29,noValue,FL,1.72,3.73,2
71563,1,2+,0 to 50,30-39,noValue,VA,9.16,2.73,2
71583,8,2+,0 to 50,50-59,noValue,SC,0.0,5.97,2
71587,15,2+,101 to 150,50-59,201 to 500,NJ,15.0,1.52,4
71591,18,2+,0 to 50,50-59,noValue,CA,0.0,0.91,2
71592,15,2+,0 to 50,40-49,noValue,CA,3.23,1.78,4
71603,15,1,0 to 50,30-39,noValue,CA,0.0,2.24,2
71605,13,0,0 to 50,30-39,noValue,CA,0.64,2.22,2
71612,12,0,noValue,30-39,501+,CA,1.31,7.24,3
71618,16,0,noValue,50-59,noValue,NY,10.41,4.47,4
71620,12,2+,51 to 100,noValue,201 to 500,CA,10.19,3.32,4
71624,15,0,51 to 100,60-64,noValue,FL,1.59,0.5,3
71627,7,2+,0 to 50,noValue,noValue,NY,4.94,7.12,3
71630,6,0,101 to 150,30-39,101 to 200,OH,2.42,1.0,4
71631,22,2+,101 to 150,40-49,noValue,FL,17.62,2.62,7
71632,11,2+,51 to 100,65+,noValue,FL,4.38,0.89,3
71635,13,2+,noValue,noValue,0 to 100,MI,8.16,7.01,4
71636,13,2+,51 to 100,30-39,noValue,VA,13.14,2.68,5
71639,17,0,51 to 100,60-64,noValue,NC,16.11,1.88,6
71647,15,1,51 to 100,50-59,201 to 500,IL,1.29,1.83,4
71652,14,2+,51 to 100,noValue,noValue,MD,17.27,4.94,4
71653,7,2+,51 to 100,40-49,noValue,NC,12.77,4.41,4
71654,8,1,51 to 100,50-59,noValue,FL,6.73,3.83,2
71675,20,0,51 to 100,50-59,noValue,VA,14.48,5.09,4
71679,6,2+,51 to 100,30-39,0 to 100,AR,14.57,12.62,6
71685,10,2+,51 to 100,noValue,noValue,NY,4.87,0.0,3
71700,12,2+,0 to 50,50-59,101 to 200,NY,18.34,6.01,5
71701,10,0,0 to 50,50-59,noValue,NC,0.0,9.52,6
71703,20,0,0 to 50,50-59,noValue,FL,10.07,1.83,3
71706,12,0,0 to 50,40-49,noValue,AZ,0.02,7.83,3
71708,20,0,51 to 100,60-64,501+,NY,13.74,3.5,3
71712,9,2+,51 to 100,noValue,noValue,IN,2.81,4.57,4
71715,25,2+,51 to 100,60-64,noValue,OH,6.57,0.77,3
71717,11,2+,0 to 50,40-49,noValue,IN,6.74,3.32,5
71721,10,1,51 to 100,50-59,noValue,ID,6.69,6.53,3
71725,4,1,noValue,noValue,noValue,WY,3.85,4.53,3
71726,12,2+,0 to 50,50-59,noValue,MI,5.1,3.53,2
71732,12,2+,0 to 50,40-49,noValue,LA,16.81,1.33,10
71735,12,0,51 to 100,60-64,201 to 500,CA,3.03,0.0,2
71742,16,0,0 to 50,40-49,noValue,FL,4.67,4.68,2
71744,14,0,0 to 50,noValue,noValue,NC,26.75,5.04,7
71752,11,0,0 to 50,60-64,101 to 200,NC,11.69,4.18,6
71760,20,0,0 to 50,20-29,101 to 200,WA,0.0,3.95,2
71761,13,2+,51 to 100,noValue,noValue,IL,8.15,20.17,11
71772,10,2+,0 to 50,40-49,noValue,CA,6.3,7.84,2
71776,29,2+,51 to 100,65+,101 to 200,NM,10.1,8.12,7
71778,15,0,51 to 100,50-59,201 to 500,CA,6.38,1.06,3
71784,30,2+,51 to 100,noValue,noValue,FL,10.33,11.26,12
71791,7,2+,51 to 100,50-59,noValue,FL,3.12,4.85,5
71795,15,2+,noValue,30-39,noValue,CA,0.03,3.69,3
71806,7,1,51 to 100,65+,noValue,VA,5.15,5.44,8
71808,14,0,0 to 50,noValue,noValue,CA,4.07,9.04,7
71812,11,0,51 to 100,30-39,noValue,LA,3.87,0.69,2
71813,11,2+,noValue,30-39,noValue,NC,0.81,0.0,3
71817,20,2+,51 to 100,30-39,201 to 500,NJ,8.11,5.37,4
71820,24,2+,51 to 100,noValue,noValue,NY,6.56,5.9,4
71823,27,2+,51 to 100,noValue,201 to 500,NY,4.84,1.55,5
71827,13,2+,0 to 50,30-39,201 to 500,NY,18.84,3.78,7
71828,15,0,0 to 50,noValue,201 to 500,MD,3.33,0.0,2
71834,13,1,0 to 50,60-64,noValue,PA,13.95,2.65,4
71835,11,0,51 to 100,20-29,101 to 200,FL,2.16,5.54,2
71836,15,1,51 to 100,20-29,0 to 100,NC,14.18,6.51,6
71837,16,1,51 to 100,40-49,201 to 500,CA,10.01,5.55,3
71842,5,2+,0 to 50,50-59,noValue,VA,3.03,0.98,2
71843,8,2+,noValue,50-59,noValue,MI,10.79,8.41,3
71849,12,0,0 to 50,20-29,noValue,PA,5.37,4.74,3
71850,10,1,0 to 50,noValue,noValue,TX,2.29,0.0,5
71864,10,0,0 to 50,noValue,101 to 200,KY,6.52,3.67,3
71870,10,0,0 to 50,noValue,noValue,NY,6.32,4.71,5
71876,8,2+,noValue,20-29,0 to 100,KY,13.58,1.84,4
71877,5,2+,0 to 50,40-49,noValue,NC,15.92,5.36,8
71879,9,2+,0 to 50,30-39,noValue,AL,0.0,4.88,2
71880,13,2+,0 to 50,noValue,noValue,VA,16.07,4.42,4
71892,12,1,101 to 150,noValue,noValue,FL,14.79,0.0,7
71895,11,2+,51 to 100,40-49,101 to 200,FL,4.0,3.65,5
71896,25,0,51 to 100,noValue,noValue,NY,5.53,0.0,3
71919,9,2+,51 to 100,30-39,noValue,GA,1.74,5.0,3
71921,13,2+,0 to 50,40-49,101 to 200,CT,13.95,6.88,5
71928,14,1,51 to 100,50-59,noValue,WA,0.38,9.37,3
71930,12,2+,51 to 100,65+,noValue,NJ,1.52,2.06,2
71932,16,0,51 to 100,65+,201 to 500,FL,2.85,0.47,2
71934,8,0,51 to 100,20-29,noValue,FL,3.93,0.58,2
71937,5,2+,0 to 50,50-59,0 to 100,CA,6.63,1.22,4
71946,8,2+,0 to 50,30-39,noValue,PA,0.0,4.52,2
71947,20,2+,0 to 50,30-39,noValue,NY,0.0,3.3,2
71950,18,1,51 to 100,50-59,201 to 500,NY,7.75,2.46,3
71960,13,1,51 to 100,20-29,0 to 100,OH,12.12,0.0,3
71961,26,0,51 to 100,noValue,201 to 500,NJ,2.3,13.92,7
71975,7,2+,51 to 100,noValue,noValue,NY,2.65,1.02,3
71977,10,2+,101 to 150,noValue,noValue,NY,1.7,0.61,3
71979,4,0,101 to 150,65+,201 to 500,IN,3.9,3.55,4
71982,11,0,0 to 50,noValue,101 to 200,FL,3.4,2.25,2
71986,3,2+,51 to 100,60-64,noValue,KY,0.0,6.53,3
71989,3,2+,51 to 100,noValue,noValue,NC,0.0,0.0,4
71990,14,1,51 to 100,65+,noValue,IN,5.36,10.26,3
71997,17,2+,51 to 100,noValue,201 to 500,FL,2.99,5.83,4
71998,7,2+,0 to 50,40-49,101 to 200,CA,4.76,0.0,4
72011,8,0,noValue,50-59,noValue,FL,11.79,5.41,3
72013,9,2+,0 to 50,30-39,noValue,SC,11.01,1.83,3
72014,13,2+,0 to 50,40-49,201 to 500,CA,13.57,0.0,3
72025,10,0,51 to 100,50-59,noValue,LA,14.21,3.92,5
72027,8,1,0 to 50,noValue,noValue,PA,14.99,0.0,4
72031,8,2+,noValue,noValue,0 to 100,LA,6.09,4.2,2
72037,17,2+,0 to 50,40-49,noValue,NY,3.64,6.6,3
72039,9,0,noValue,65+,201 to 500,FL,5.63,3.57,3
72049,6,2+,51 to 100,40-49,201 to 500,CA,5.22,4.61,2
72052,14,0,51 to 100,noValue,noValue,CA,2.58,0.0,3
72055,15,0,0 to 50,65+,101 to 200,WA,9.8,5.24,5
72056,11,1,51 to 100,30-39,201 to 500,NJ,1.9,5.64,4
72058,27,2+,51 to 100,20-29,noValue,MD,0.0,5.61,3
72065,12,2+,0 to 50,60-64,noValue,PA,11.94,2.38,6
72066,9,0,0 to 50,50-59,0 to 100,AZ,18.56,0.0,6
72084,13,0,51 to 100,noValue,201 to 500,SC,9.87,4.16,4
72086,16,0,noValue,65+,noValue,NY,2.9,2.73,2
72091,8,2+,noValue,30-39,noValue,CA,4.02,0.0,3
72101,7,1,0 to 50,50-59,101 to 200,PA,2.31,8.08,3
72102,12,2+,51 to 100,noValue,101 to 200,MI,10.28,2.02,3
72106,7,0,0 to 50,noValue,noValue,FL,3.51,2.42,3
72109,18,0,0 to 50,noValue,noValue,CA,8.64,16.01,7
72112,14,2+,51 to 100,50-59,noValue,PA,8.9,5.83,3
72114,9,0,51 to 100,50-59,201 to 500,CA,7.94,2.68,3
72117,9,0,51 to 100,20-29,noValue,VA,15.52,0.0,4
72120,10,0,0 to 50,noValue,noValue,FL,0.0,1.97,2
72122,11,0,51 to 100,65+,noValue,NY,8.28,4.92,4
72125,25,2+,51 to 100,65+,noValue,FL,7.61,9.11,7
72127,22,0,51 to 100,60-64,noValue,NY,0.0,3.84,2
72128,9,2+,0 to 50,40-49,noValue,PA,21.44,11.03,9
72129,11,2+,0 to 50,30-39,noValue,FL,11.19,2.89,3
72132,6,1,151+,30-39,noValue,NC,0.0,2.08,2
72139,6,2+,0 to 50,30-39,noValue,NY,10.11,5.38,5
72141,12,2+,noValue,50-59,noValue,NY,0.09,4.11,4
72143,4,2+,51 to 100,60-64,noValue,AL,2.85,6.66,2
72148,13,0,51 to 100,50-59,noValue,CA,11.21,5.53,6
72149,11,2+,51 to 100,30-39,noValue,NY,9.65,6.94,3
72154,15,2+,0 to 50,50-59,201 to 500,PA,8.09,6.26,3
72155,8,2+,51 to 100,50-59,noValue,LA,7.19,1.4,3
72166,10,0,0 to 50,noValue,noValue,SC,10.62,5.16,4
72177,22,1,0 to 50,50-59,noValue,NH,2.54,4.08,2
72181,6,2+,101 to 150,30-39,noValue,SC,8.1,11.1,5
72193,10,0,51 to 100,40-49,noValue,OR,7.84,7.52,3
72196,6,0,0 to 50,30-39,noValue,NC,6.44,4.31,2
72197,16,1,0 to 50,noValue,noValue,CA,1.11,4.97,4
72198,17,0,0 to 50,65+,noValue,CA,5.81,8.1,5
72206,8,1,51 to 100,40-49,noValue,MI,18.81,0.0,4
72213,12,0,51 to 100,30-39,101 to 200,ID,6.12,3.64,3
72215,17,2+,0 to 50,50-59,noValue,FL,6.88,13.95,8
72218,12,0,51 to 100,65+,noValue,FL,2.53,8.44,5
72219,12,0,51 to 100,50-59,noValue,CA,3.47,4.01,2
72227,15,2+,0 to 50,noValue,noValue,VA,10.08,5.14,4
72233,19,0,0 to 50,noValue,noValue,FL,4.88,3.73,4
72235,13,2+,0 to 50,30-39,noValue,NC,4.41,1.55,4
72237,22,1,0 to 50,40-49,noValue,NH,0.62,0.96,2
72241,11,2+,51 to 100,40-49,noValue,ME,6.89,5.46,4
72246,19,2+,101 to 150,40-49,noValue,NY,3.69,0.65,2
72249,13,2+,101 to 150,40-49,201 to 500,DE,5.73,3.51,3
72264,8,1,51 to 100,20-29,noValue,PA,7.04,6.35,4
72273,7,2+,0 to 50,50-59,noValue,KY,21.3,5.65,5
72274,22,2+,51 to 100,40-49,0 to 100,NY,5.01,6.18,4
72275,5,2+,0 to 50,30-39,noValue,NY,16.03,3.33,7
72281,11,2+,0 to 50,noValue,noValue,NY,3.04,8.72,5
72286,20,2+,0 to 50,60-64,noValue,PA,9.86,6.04,4
72289,11,0,0 to 50,65+,noValue,FL,2.83,0.05,2
72299,18,0,0 to 50,50-59,201 to 500,CA,22.58,3.68,8
72302,9,2+,noValue,noValue,201 to 500,UT,3.95,14.13,4
72306,5,2+,0 to 50,60-64,noValue,NC,3.28,5.97,3
72308,9,2+,51 to 100,65+,noValue,MI,14.23,6.06,6
72309,12,0,101 to 150,50-59,noValue,FL,4.43,4.22,2
72310,28,0,51 to 100,noValue,noValue,NY,13.79,6.47,4
72311,26,2+,51 to 100,noValue,noValue,MA,9.52,0.0,4
72313,3,2+,51 to 100,noValue,noValue,NC,9.52,1.34,5
72318,12,1,51 to 100,noValue,0 to 100,GA,1.61,4.23,2
72319,7,2+,0 to 50,40-49,noValue,NY,3.51,7.92,6
72320,13,2+,0 to 50,40-49,noValue,GA,2.69,8.21,4
72321,13,0,0 to 50,noValue,noValue,VA,3.53,4.65,2
72323,12,2+,101 to 150,30-39,noValue,VA,8.28,3.97,3
72327,14,0,0 to 50,50-59,noValue,CA,11.22,0.0,5
72328,16,0,noValue,50-59,101 to 200,FL,5.49,6.09,2
72331,8,0,101 to 150,40-49,101 to 200,MI,16.93,17.75,8
72332,10,2+,0 to 50,30-39,noValue,MD,5.18,1.28,3
72335,10,1,51 to 100,noValue,noValue,NC,6.17,3.5,3
72344,10,0,0 to 50,65+,0 to 100,VA,4.45,0.0,3
72347,10,2+,0 to 50,50-59,noValue,TX,1.54,4.35,3
72351,11,2+,0 to 50,noValue,noValue,VA,7.89,0.0,6
72354,12,0,0 to 50,65+,noValue,WA,21.64,0.0,6
72355,7,2+,noValue,30-39,noValue,VA,5.43,5.02,3
72356,17,0,51 to 100,60-64,101 to 200,CA,6.53,8.58,6
72360,7,2+,101 to 150,30-39,101 to 200,PA,3.13,6.1,2
72365,4,2+,0 to 50,30-39,101 to 200,PA,0.17,3.46,3
72369,20,1,101 to 150,20-29,noValue,MI,8.83,4.32,4
72372,20,1,0 to 50,noValue,noValue,IN,2.78,0.0,3
72373,7,1,0 to 50,65+,0 to 100,SC,6.52,1.77,5
72374,7,2+,51 to 100,40-49,noValue,NC,5.88,3.74,5
72389,3,0,0 to 50,40-49,noValue,MI,13.27,4.94,10
72391,5,2+,51 to 100,40-49,noValue,PA,0.88,0.0,2
72392,24,1,noValue,20-29,noValue,NJ,5.83,8.19,6
72397,15,2+,51 to 100,40-49,noValue,CA,16.4,0.0,7
72398,12,1,101 to 150,30-39,101 to 200,FL,4.85,5.14,3
72404,5,1,0 to 50,40-49,noValue,MI,5.06,5.89,3
72411,16,0,0 to 50,65+,201 to 500,VA,0.0,7.68,4
72415,11,2+,101 to 150,50-59,101 to 200,PA,5.98,2.33,3
72417,16,0,noValue,60-64,noValue,FL,3.53,5.53,3
72418,4,2+,51 to 100,30-39,noValue,NY,9.54,9.61,5
72428,14,2+,51 to 100,noValue,noValue,MI,2.54,2.5,2
72435,11,2+,51 to 100,noValue,noValue,NJ,7.12,0.0,4
72437,7,0,noValue,20-29,noValue,SC,6.78,3.4,4
72438,4,0,0 to 50,65+,noValue,GA,4.69,2.84,2
72442,19,0,51 to 100,50-59,201 to 500,NH,1.84,5.86,5
72445,7,0,0 to 50,50-59,noValue,SC,7.79,2.31,4
72450,6,2+,51 to 100,30-39,noValue,MA,5.85,6.27,4
72455,14,0,0 to 50,50-59,noValue,CA,5.32,10.79,4
72462,11,2+,0 to 50,20-29,noValue,NC,7.36,3.13,3
72464,20,2+,51 to 100,40-49,noValue,CA,1.96,8.72,5
72466,23,0,0 to 50,50-59,201 to 500,CA,2.62,1.32,6
72467,9,1,0 to 50,50-59,noValue,VA,4.61,5.0,5
72472,6,0,0 to 50,noValue,101 to 200,NY,7.37,12.56,4
72477,8,2+,51 to 100,50-59,noValue,SC,2.53,0.74,2
72479,6,0,0 to 50,30-39,noValue,NY,9.31,1.88,4
72486,21,2+,51 to 100,40-49,noValue,PA,17.3,6.79,8
72494,11,2+,0 to 50,65+,noValue,TX,20.97,4.7,7
72495,11,2+,0 to 50,40-49,noValue,MI,4.51,2.86,3
